,BeachCountry,BeachName,BeachRegionalSea,BeachLength_m,BeachType,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
857,Romania,Costine?ti,Black Sea,103,Sandy,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,17.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,,2.0,,,1.0,,,,1.0,,,1.0,,,3.0,,,8.0,,,,,,,,,,,21.0,,,,32.0,4.0,210.0,,,,1.0,,,,,,,
858,Germany,rhein_laag_jungbluthn,,163,Rocky,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Germany,rhein_laag_jungbluthn,,163,Rocky,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Germany,rhein_laag_jungbluthn,,163,Rocky,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Spain,"Valcobo, A Coruña",North-east Atlantic Ocean,100,Sandy,,3.0,,,4.0,,,2.0,,,,,,,,,,84.0,,,,,,8.0,,,,,,,,1.0,,,,,,,,,,1.0,,61.0,7.0,,,,,,,,,,,,,17.0,,,,,,17.0,,,103.0,4.0,,,,,,,,,,,,,211.0,5.0,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,20.0,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,6.0,,
862,Spain,"Campo de Golf, Málaga",Mediterranean Sea,100,Sandy,,7.0,,,5.0,,,,,,,,,,,,,4.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,6.0,,,,,,2.0,,,19.0,,,,,,,,,,,,,,6.0,5.0,,,,,,,0.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
863,Georgia,Kvavilnari,Black Sea,50,Sandy,,,4.0,,,205.0,20.0,,6.0,,,6.0,1.0,,1.0,2.0,,58.0,,,,,5.0,,1.0,,2.0,,7.0,2.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,22.0,,1.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,16.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,7.0,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,22.0,
864,Georgia,Kvavilnari,Black Sea,50,Sandy,,,,,140.0,,40.0,3.0,,7.0,,,,,12.0,1.0,,70.0,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,31.0,,,70.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,3.0,,,,,,,34.0,,
865,Georgia,Kvavilnari,Black Sea,50,Sandy,3.0,,32.0,,151.0,,16.0,10.0,5.0,,8.0,,,,1.0,,,181.0,,,,,3.0,,1.0,1.0,12.0,,2.0,35.0,,,,,,,,,,,,,2.0,1.0,,,,1.0,,,,12.0,,,,,2.0,,,,,11.0,,,150.0,,,,,,,,,,,,,,,,,1.0,,,1.0,49.0,,,180.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,2.0,10.0,,13.0,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,30.0,,1.0,
866,France,"Grosso CUM / Promenade, 06000 Nice, France",Mediterranean Sea,750,,,20.0,,,,,,61.0,,,14.0,,,,,,,41.0,,,,,10.0,2572.0,,,96.0,17.0,20.0,24.0,14.0,43.0,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,6.0,,,,,110.0,,89.0,,,,,,,,,,,,13.0,,,,,2.0,,,,11.0,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,71.0,,,501.0,,,,,,,,,,,,,,,594.0,,22.0,,,,,,,,294.0,,,0.0
867,Denmark,MSFD Kofoeds enge,Baltic Sea,99,Sandy,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,3.0,,2.0,,,,,1.0,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,4.0,,,8.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,2.0
868,Denmark,MSFD Kofoeds enge,Baltic Sea,99,Sandy,,1.0,2.0,,1.0,,1.0,3.0,,,1.0,,,,,,,2.0,,1.0,,5.0,2.0,1.0,,,11.0,,,4.0,,,,1.0,,,,,,,,,3.0,12.0,,,,1.0,,,,1.0,,,,,1.0,4.0,,,12.0,,,26.0,,,45.0,1.0,17.0,,,,,,,,,7.0,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,6.0,,1.0,,,,,,,,,10.0,3.0,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,1.0,,1.0,
869,Denmark,MSFD Kofoeds enge,Baltic Sea,99,Sandy,,1.0,1.0,,,,,6.0,,,,,,,,,,7.0,,,1.0,2.0,,2.0,,,15.0,,,4.0,,1.0,,2.0,,,,,,,,,2.0,16.0,,,,1.0,,,1.0,,,1.0,,,2.0,1.0,,,9.0,,,31.0,,,40.0,1.0,18.0,,,,,,1.0,,1.0,7.0,,1.0,4.0,1.0,,,,,,,,1.0,,,,,,,1.0,,2.0,,,,,,,,1.0,1.0,,,2.0,1.0,,,,,2.0,3.0,,,,,,,,,,5.0,,,7.0,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,2.0,53.0
870,Denmark,MSFD Kofoeds enge,Baltic Sea,99,Sandy,,,2.0,,1.0,,,2.0,,,,,,,,,,1.0,,1.0,1.0,4.0,,,,,6.0,,,1.0,,,,,,,,,,,,,,10.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,3.0,,,11.0,,1.0,,,,,1.0,,,,3.0,,,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,5.0
871,Switzerland,Thur_Schoenenberg_SchaerA,,96,Other (mixed),,,,,2.0,,,1.0,,,,,,,,,,,,,,2.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,6.0,,,,,,,,,,,,,,1.0,,2.0,5.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
872,Switzerland,Thur_Schoenenberg_SchaerA,,96,Other (mixed),,,,,1.0,,,,,,,,,,,,,,,,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
873,Switzerland,Thur_Schoenenberg_SchaerA,,96,Other (mixed),,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
874,Switzerland,Thur_Schoenenberg_SchaerA,,96,Other (mixed),,,,,1.0,,,,,,,,,,,,,,,,,,,38.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,12.0,6.0,,,,,,,,,,,3.0,,1.0,,5.0,6.0,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,
875,,"S?m?rkevej 2B, 6990 Ulfborg, D?nemark",North-east Atlantic Ocean,350,,,30.0,,,,,,2.0,,,2.0,,,,,,,11.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,13.0,,,,17.0,,,,,,,,,,,,,,,,,,,25.0,,3.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
876,Netherlands,Bloemendaal,North-east Atlantic Ocean,3259,Sandy,,13.0,31.0,,23.0,23.0,,9.0,,,,,,,,,,11.0,,,,,,59.0,,,44.0,,,,16.0,18.0,,,,,,,,1.0,,,,8.0,,0.0,,,,,,,,,,,,,,,,,,9.0,0.0,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
877,,"Plage de Tsirangoty, Ambovomb Ambovombe, Madagascar",,186,,,265.0,,,5.0,20.0,,,,,,,,,,,,22.0,,,,,1.0,220.0,,,295.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,40.0,,,,,98.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
878,Bulgaria,chernomorski solnizi,Black Sea,2332,Sandy,,66.0,7.0,,26.0,26.0,1.0,2.0,,,,,,,,,,25.0,1.0,,11.0,,1.0,235.0,,,67.0,10.0,1.0,74.0,16.0,22.0,,,,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,,,,,,43.0,4.0,,,,,,,,,1.0,3.0,,,,,,1.0,,,,,,3.0,15.0,,,,,,,,,3.0,,5.0,2.0,1.0,,,7.0,,,,,,2.0,4.0,3.0,14.0,15.0,,31.0,,,,,,,,,,,,,2.0,17.0,,,3.0,,,,,,,,,,,,,,,,1.0,14.0,1.0,1.0,15.0,1.0,,,,9.0,5.0,4.0,
879,Bulgaria,chernomorski solnizi,Black Sea,2332,Sandy,,,77.0,,5.0,17.0,,,,,,,,,,,,42.0,,49.0,,,4.0,170.0,1.0,,56.0,1.0,,21.0,9.0,15.0,,,,,,,,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,18.0,4.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,4.0,3.0,,,,,,,,,15.0,,2.0,,,14.0,3.0,47.0,,10.0,1.0,,,,,,,,,,1.0,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,5.0,,4.0,,,,,,,,,,1.0,
880,Croatia,Uvala Stoja,Mediterranean Sea,25,Other (mixed),,19.0,10.0,,2.0,,1.0,,,,,,,,,,,37.0,4.0,4.0,35.0,,1.0,1144.0,1.0,,16.0,34.0,,14.0,7.0,30.0,,,,,,,,,,,134.0,206.0,1.0,39.0,5.0,3.0,,,,,,1.0,,,,,,,,,,3.0,,,881.0,48.0,9.0,5.0,,,,1.0,,,,,,8.0,75.0,,,1.0,,,1.0,,627.0,4.0,1.0,,,,,,,,13.0,1.0,,,,,14.0,2.0,1.0,25.0,,,,,23.0,5.0,,,42.0,87.0,,,,,,,4.0,,,13.0,4.0,,2.0,3.0,17.0,12.0,,,,,,,,,,,4.0,,3.0,,25.0,1.0,1.0,,,,29.0,,,,746.0,,4.0,
881,Italy,"54 Via Ronchi, 16155 Genova, Italie",Mediterranean Sea,79,,,10.0,,,10.0,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,8.0,,,,,100.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,20.0,,10.0,,,,,,,,30.0,,,
882,,"6 Impasse du Goulet, 29280 Locmaria-Plouzan?, France",North-east Atlantic Ocean,350,,,14.0,,,3.0,7.0,,5.0,,,,,,,,,,6.0,,,,,1.0,57.0,,,49.0,4.0,2.0,2.0,1.0,3.0,,,,,,,,,31.0,,,2.0,,,,2.0,,,6.0,,,,,,,,,,1.0,,,,,,64.0,,148.0,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,28.0,,,0.0
883,France,"6178 Avenue de la Plage, 62231 Sangatte, France",North-east Atlantic Ocean,69,,,45.0,,,,,,60.0,,,,,,,,,,40.0,,,,,,,,,100.0,,50.0,30.0,,,,,,,,,,,,,,500.0,,,,600.0,,,,,,,,,,,,,,10.0,,,,,180.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,15.0,,6.0,,,,,,,,35.0,,,
884,Italy,"54 Viale Cristoforo Colombo, 54033 Carrara, Italie",Mediterranean Sea,80,,,12.0,,,16.0,14.0,,,,,,,,,,,,12.0,,,,,1.0,126.0,,,14.0,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,14.0,,5.0,,,,,,,,,,,,23.0,,,,,5.0,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,7.0,,6.0,,,,,,,,,,,
885,Spain,"55,, Carrer del Mar, 39, 08390 Montgat, Barcelona, Espagne",Mediterranean Sea,150,,,,,,14.0,10.0,,,,,,,,,,,,71.0,,,,,3.0,355.0,,,82.0,15.0,4.0,11.0,13.0,63.0,,,,,,,,,,,,6.0,,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,25.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,21.0,,,29.0,,,,,,,,,,,,,,,5.0,,10.0,,,,,,,,25.0,,,0.0
886,Switzerland,reuss_hünenberg_eberhardy,,28,Other (mixed),,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
887,Switzerland,reuss_hünenberg_eberhardy,,28,Other (mixed),,,,,,,,,,,,,,,,,,1.0,,,,,,13.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,2.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
888,Greece,South beach of Arkos,Mediterranean Sea,39,Other (mixed),,,1.0,,6.0,7.0,,,,,,,,,,,,14.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,7.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,France,"Rue du Perzel, 29217 Plougonvelin, France",North-east Atlantic Ocean,73,,,40.0,,,10.0,10.0,,20.0,,,,,,,,,,20.0,,,,,2.0,40.0,,,10.0,10.0,3.0,,5.0,,,,,,,,,,,,,50.0,,,,60.0,,,,,,,,,,,,,15.0,2.0,,,,,60.0,,10.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,40.0,,,
890,France,"904 Boulevard de la 36?me division du Texas, 83700 Saint-Rapha?l, France",Mediterranean Sea,10000,,,20.0,,,,,,20.0,,,50.0,,,,,,,50.0,,,,,,200.0,,,20.0,20.0,,20.0,20.0,30.0,,,,,,,,,,,,5.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,10.0,,10.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,20.0,,,20.0,,,,,,,,,,,,,,,50.0,,20.0,,,,,,,,20.0,,,0.0
891,France,"6 R?sidence du Casino Boulevard de la plage Surf City, 33680 Lacanau, France",North-east Atlantic Ocean,78,,,20.0,,,30.0,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Italy,"1 Corso Giacomo Matteotti, 17019 Varazze, Italie",Mediterranean Sea,79,,,50.0,,,280.0,86.0,,40.0,,,,,,,,,,60.0,,,,,,500.0,,,90.0,60.0,,30.0,20.0,22.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,2.0,,,,,8.0,,18.0,,,,,,,,,,,,8.0,,,,,20.0,,,,8.0,,,,,,,,,,8.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,20.0,,,
893,France,maez an aod,North-east Atlantic Ocean,99,Sandy,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,3.0,,,17.0,,20.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,
894,Ukraine,Beach in the  Chornomorka,Black Sea,102,Sandy,,,10.0,31.0,,4.0,,,,,,,,,,,,25.0,,9.0,,,,723.0,,,75.0,5.0,3.0,5.0,8.0,11.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,,,3.0,16.0,,29.0,,41.0,,,,,,,2.0,,,,,11.0,23.0,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,7.0,5.0,1.0,,53.0,,,,,,,,5.0,,7.0,37.0,,,3.0,,,33.0,,,,,,,,,,,,,,,9.0,,,,,,5.0,,,,17.0,,,
895,Italy,"Cala Lama Monachile, Polignano a Mare (BA)",Mediterranean Sea,100,,77.0,20.0,,,4.0,13.0,,6.0,,,,,,,,,,32.0,,,,,7.0,75.0,,,15.0,,,27.0,10.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,4.0,,,,,,,4.0,3.0,4.0,1.0,,8.0,17.0,,,,,11.0,,,,,,,,,,,,,9.0,,6.0,,,,,,,,,,,,3.0,,,,1.0,1.0,9.0,,,,12.0,,,,,,9.0,
896,France,"111 Avenue Pierre Mend?s France, 13008 Marseille, France",Mediterranean Sea,350,,,48.0,,,30.0,30.0,,99.0,,,66.0,,,,,,,30.0,,,,,,134.0,,,,,,25.0,10.0,50.0,,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,,,,134.0,,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,10.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,0.0
897,,"Unnamed Road, 22430 Erquy, France",North-east Atlantic Ocean,750,,,10.0,,,,2.0,,2.0,,,2.0,,,,,,,3.0,,,,,,5.0,,,2.0,1.0,,,,,,,,,,,,,,,,3.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,10.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,3.0,,,0.0
898,Switzerland,Emme_Utzenstorf_Grüttert,,9,Other (mixed),,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,1.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,1.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0
899,Switzerland,Rhein_Hemishofen_StollL,,33,Pebbels,,,,,,2.0,,,,,,,,,,,,2.0,,3.0,,1.0,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
900,Switzerland,Rhein_Hemishofen_StollL,,33,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
901,Switzerland,Rhein_Hemishofen_StollL,,33,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,400.0,,,,,,,
902,Switzerland,Rhein_Hemishofen_StollL,,33,Pebbels,,,,,2.0,,,,,,,,,,,,,,,,,,,7.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,
903,Switzerland,Rhein_Hemishofen_StollL,,33,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
904,Spain,"Campo de Golf, Málaga",Mediterranean Sea,100,Sandy,,5.0,,,1.0,,,2.0,,,,,,,,,,6.0,,,,,,,,,22.0,,,,,9.0,,,,,,,,,,4.0,,16.0,,,,,,,,,,,,,4.0,0.0,,,,,,,,,41.0,,,,,,,,,,,,,,75.0,8.0,,,1.0,,,,0.0,,,,,,,,,,,1.0,,,,,,,,2.0,,3.0,,,,,,,,0.0,,,,,,,,,,1.0,,,,,4.0,12.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,2.0,,
905,France,"138 Route des Plages, 64500 Saint-Jean-de-Luz, France",North-east Atlantic Ocean,350,,,15.0,,,3.0,1.0,,,,,2.0,,,,,,,11.0,,,,,4.0,1.0,,,8.0,4.0,2.0,1.0,4.0,,,,,,,,,,,,,8.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,110.0,,1090.0,,,,,,,,,,,,12.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,0.0
