BeachCountry,BeachName,BeachRegionalSea,BeachLength_m,BeachType,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100
France,"51 Rue du Perzel, 29217 Plougonvelin, France",North-east Atlantic Ocean,73,,,,,,2.0,1.0,,,,,,,,,,,,22.0,,,,,,557.0,,,163.0,77.0,6.0,3.0,,6.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,253.0,,27.0,,,,,,,,,,,,,,,,,5.0
Switzerland,thunersee_spiez_meierd_1,,29,,,0.0,2.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,2.0,0.0,,,0.0,0.0,,,,,6.0,0.0,2.0,0.0,,,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,,,0.0,1.0
Switzerland,thunersee_spiez_meierd_1,,29,,,0.0,0.0,,0.0,0.0,,1.0,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,1.0,1.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,1.0
Switzerland,thunersee_spiez_meierd_1,,29,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,4.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Switzerland,thunersee_spiez_meierd_1,,29,,,0.0,1.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,6.0,,,1.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
Croatia,Valsaline Bay,Mediterranean Sea,23,Pebbels,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,49.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,3.0,1.0,,,,,,,,,,1.0,,,,,,
Italy,"Spiaggia presso Piazza Conte, Mondragone (CS)",Mediterranean Sea,100,,,1.0,1.0,,,,,,,,,,,,,,,,,5.0,,,1.0,7.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,
,"Playa entre calles 34 y 35, Buenos A Santa Teresita, Argentine",,203,,,15.0,10.0,,23.0,,,6.0,,,,,,,,,,43.0,,,,,,2000.0,,,26.0,5.0,2.0,7.0,13.0,8.0,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,2.0,,,,,34.0,,6.0,,,,,,,,,,,,6.0,,,,,
Spain,"Berria, Cantabria",North-east Atlantic Ocean,100,Sandy,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,7.0,,,2.0,,,,,1.0,,,,,,,,,,,,4.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,,,35.0,2.0,,,,,,,,,1.0,,,,3.0,2.0,,,,1.0
France,"Avenue G?n?ral Touzet du Vigier, 83120 Sainte-Maxime, France",Mediterranean Sea,750,,,65.0,,,2.0,,,46.0,,,2.0,,,,,,,32.0,,,,,,133.0,,,10.0,2.0,8.0,3.0,3.0,42.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,123.0,,139.0,,,,,,,,,,,,11.0,,,,,
France,"117 Avenue de la Jet?e, 83500 La Seyne-sur-Mer, France",Mediterranean Sea,81,,,20.0,20.0,,,,,10.0,,,,,,,,,,10.0,,,,,,100.0,,,,,,5.0,,10.0,,,,,,,,,,,,10.0,,,,10.0,,,20.0,,,,,,,,,,,,,,,,30.0,,20.0,,,,,,,,,,,,100.0,,,,,
Denmark,Resen strand,North-east Atlantic Ocean,283,,,0.0,1.0,,0.0,0.0,,0.0,,,,,,,,,,0.0,,,,,,5.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,
,Cramond,North-east Atlantic Ocean,62,,1.0,53.0,41.0,,11.0,,1.0,7.0,,5.0,1.0,,,,,,4.0,47.0,,,,,7.0,,11.0,2.0,73.0,,22.0,38.0,30.0,,,10.0,2.0,,,,,,,,17.0,83.0,,11.0,2.0,12.0,,,13.0,,,,,,6.0,61.0,,,1.0,1.0,,58.0,,,,,1046.0,526.0,,,,,,,,,,,204.0,928.0,,,2.0,2.0
Italy,baia blu,Mediterranean Sea,196,Other (mixed),,,3.0,,10.0,18.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,
Italy,Spiaggia di Fano Sud Fano (PU),Mediterranean Sea,100,,,,,,1.0,,,1.0,,1.0,,,,,,,,2.0,,,1.0,,17.0,,,1.0,,,,,,,,,,,,,,21.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,21.0,,10.0,,,,,,,,,,,,,,,,,
Romania,Tracon Mamaia Arena Regia,Black Sea,470,Sandy,,7.0,,,5.0,7.0,3.0,8.0,4.0,,,,,,,,,18.0,,,5.0,,2.0,87.0,,3.0,12.0,7.0,,14.0,5.0,24.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,6.0,,,16.0,2.0,7.0,,,,,,,,,,,,3.0,,,,,
Romania,Tracon Mamaia Arena Regia,Black Sea,470,Sandy,,,42.0,5.0,,,,,,,,,,,,,,6.0,,,2.0,,,17.0,1.0,,6.0,3.0,,3.0,,12.0,,,,,,,,,,,3.0,4.0,,,,1.0,,,,,,,,,,,,,,,,3.0,,,4.0,,5.0,,,,,,,,,,,,,3.0,,,,
Spain,"Calahonda, Granada",Mediterranean Sea,100,Sandy,,1.0,,,1.0,,,,,,,,,,,,,6.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,14.0,,,,,,14.0,,,3.0,2.0,,,,,,,,,,,,,,1.0,,,,
,"CA-305, 39120, Cantabria, Espa?a",North-east Atlantic Ocean,1500,,,40.0,,,27.0,5.0,,12.0,,,6.0,,,,,,,40.0,,,,,3.0,13.0,,,34.0,24.0,2.0,7.0,14.0,4.0,,,,,,,,,,,,7.0,,,,2.0,,,,,,,,,,,,,,4.0,,,,,4.0,,2.0,,,,,,,,,,,,13.0,,,,,4.0
France,"21 Padulone, 20270 Al?ria, France",Mediterranean Sea,4500,,,20.0,,,35.0,70.0,,45.0,,,,,,,,,,35.0,,,,,7.0,25.0,,,20.0,10.0,5.0,15.0,20.0,10.0,,,,,,,,,25.0,,,35.0,,,,25.0,,,3.0,,,,,,,,,,10.0,15.0,,,,,45.0,,50.0,,,,,,,,,,,,10.0,,,,,2.0
,"30 Chemin du Gorgen, 29350 Mo?lan-sur-Mer, France",North-east Atlantic Ocean,750,,,50.0,,,2.0,1.0,,7.0,,,1.0,,,,,,,8.0,,,,,,95.0,,,15.0,2.0,,3.0,1.0,3.0,,,,,,,,,1.0,,,22.0,,,,,,,,,,,,,,,,,,1.0,,,,,62.0,,4.0,,,,,,,,,,,,2.0,,,,,2.0
Italy,"3-5 Viale Colapesce, 90149 Palermo, Italie",Mediterranean Sea,89,,,5.0,41.0,,34.0,,,60.0,,,,,,,,,,100.0,,,,,4.0,200.0,,,41.0,9.0,7.0,29.0,22.0,12.0,,,,,,,,,,,,1.0,,,,,,,13.0,,,,,,,,,,,13.0,,,,,27.0,,5.0,,,,,,,,,,,,33.0,,,,,20.0
Cyprus,TTAKKAS BEACH,Mediterranean Sea,104,Rocky,3.0,7.0,17.0,59.0,40.0,21.0,,27.0,,1.0,2.0,,,,,,4.0,125.0,3.0,24.0,14.0,4.0,6.0,209.0,2.0,,13.0,3.0,,15.0,6.0,89.0,,,14.0,21.0,,,,,,,25.0,23.0,,,,2.0,,1.0,3.0,2.0,,,,1.0,33.0,,,,,,,,,,88.0,33.0,8.0,2.0,,,,,,3.0,,,1.0,,,,,,,
France,Plage Unil,,25,Other (mixed),,,,,,1.0,,,,,,,,,,,,2.0,,,,,,17.0,,,7.0,,,,,8.0,,,,,,,,2.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,67.0,,,,4.0,,,,,8.0,,,,,,,,,,,,1.0
France,Plage Unil,,25,Other (mixed),,2.0,,,,,,,,,,,,,,,,1.0,,4.0,2.0,2.0,1.0,39.0,1.0,,8.0,36.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,21.0,,13.0,1.0,24.0,,,,,3.0,,,,,,,,,,,,4.0
Spain,"19 Galdona Barreiatua, 20830 Mutriku, Espagne",North-east Atlantic Ocean,81,,,12.0,,,,28.0,,1.0,,,,,,,,,,13.0,,,,,1.0,3.0,,,8.0,,12.0,,3.0,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
Italy,"Spiaggia di Scivu - Acqua Durci, Arbus (SU)",Mediterranean Sea,100,,,13.0,2.0,,,11.0,3.0,2.0,5.0,,,1.0,,2.0,1.0,,,452.0,,,,,1.0,7.0,1.0,,,,5.0,2.0,24.0,,,6.0,,,,,,,,,,,,7.0,,7.0,,,,1.0,,,,,2.0,,,,2.0,1.0,,1.0,,,135.0,,,,,,,,,,,,,,22.0,,,,1.0,2.0
Denmark,Kornerup Å,North-east Atlantic Ocean,100,Other (mixed),,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Denmark,Kornerup Å,North-east Atlantic Ocean,100,Other (mixed),,2.0,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,4.0,,2.0,,,,,2.0,,,,,,,,,,,,
Denmark,Kornerup Å,North-east Atlantic Ocean,100,Other (mixed),,6.0,7.0,,4.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,,3.0,,3.0,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,5.0,,,,,,,
Denmark,Hellerup Strand,North-east Atlantic Ocean,272,,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,3.0,0.0,1.0,0.0,0.0,1.0,67.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Spain,"Les Rotes, Alicante/Alacant",Mediterranean Sea,100,Sandy,17.0,47.0,,,55.0,,3.0,45.0,,,9.0,1.0,,,,,,48.0,,,,,,94.0,,,15.0,,,,,54.0,,,,,,,,,,12.0,,1.0,7.0,,,,9.0,,3.0,,,,,,,3.0,,,,,,1.0,,,4.0,1.0,,,,,,,,,,,,,66.0,5.0,,,,2.0
Spain,"Les Rotes, Alicante/Alacant",Mediterranean Sea,100,Sandy,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,200.0,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,,,,,,2.0,,,5.0,,,,,,,,,,,,,,,1.0,,,,
Italy,"Spiaggia dellArenella, Siracusa (SR)",Mediterranean Sea,100,,,9.0,4.0,1.0,18.0,14.0,,8.0,3.0,2.0,6.0,1.0,,,1.0,,,68.0,2.0,2.0,3.0,,1.0,29.0,,1.0,11.0,,3.0,11.0,1.0,17.0,,,,,,5.0,,10.0,,,,15.0,,9.0,,3.0,,5.0,,,,,,2.0,,1.0,1.0,,9.0,1.0,,2.0,,,106.0,14.0,19.0,2.0,,,,,,2.0,3.0,,,,6.0,1.0,,,1.0,
,Ureki,Black Sea,59,Sandy,,12.0,5.0,,1.0,7.0,,,,,,,,,,,,59.0,,10.0,,3.0,3.0,150.0,,,32.0,12.0,9.0,2.0,1.0,14.0,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,2.0,,,13.0,1.0,,97.0,,28.0,,,,,4.0,,3.0,,,,,,8.0,,,2.0,4.0
,Ureki,Black Sea,59,Sandy,,52.0,,,7.0,,,,,,,,,,,,,35.0,,,2.0,,,,,,20.0,2.0,8.0,3.0,,7.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,76.0,,114.0,,,,,,,,,,,,,2.0,2.0,,,,,3.0
,Ureki,Black Sea,59,Sandy,,,,,23.0,14.0,2.0,,,,1.0,,,,,,,39.0,,,,1.0,2.0,,,,12.0,12.0,3.0,7.0,,14.0,,,1.0,,,,,,,,,3.0,,,,,,,,,1.0,,,,,1.0,,,5.0,,,,17.0,10.0,54.0,,,,,,,1.0,,4.0,,,,,,1.0,,,3.0,1.0
Italy,"9 Corso Augusto Mombello, 18038 Sanremo, Italie",Mediterranean Sea,80,,,100.0,15.0,,20.0,,,50.0,,,,,,,,,,40.0,,,,,50.0,50.0,,,30.0,10.0,10.0,20.0,10.0,30.0,,,,,,,,,,,,50.0,,,,40.0,,,30.0,,,,,,,,,,300.0,20.0,,,,,100.0,,1000.0,,,,,,,,,,,,100.0,,,,,40.0
Italy,"Lido di Policoro, Matera (MT)",Mediterranean Sea,100,,2.0,5.0,,3.0,15.0,3.0,5.0,2.0,3.0,4.0,1.0,5.0,5.0,5.0,,2.0,,10.0,10.0,4.0,7.0,2.0,,15.0,,1.0,7.0,4.0,3.0,25.0,7.0,8.0,4.0,2.0,,5.0,,8.0,3.0,2.0,,,4.0,2.0,,,4.0,,3.0,2.0,7.0,,2.0,,,,2.0,3.0,2.0,,,4.0,,,,,7.0,7.0,10.0,6.0,1.0,,,,5.0,2.0,,,6.0,,2.0,1.0,5.0,,,2.0
Switzerland,unterdsee_ermatingen_brunkem,,25,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,unterdsee_ermatingen_brunkem,,25,Pebbels,,,2.0,,,,,,,,,,,,,,,,,2.0,,,6.0,6.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,3.0,1.0,4.0,,,,,1.0,,1.0,,,,2.0,,,,,,1.0
Switzerland,unterdsee_ermatingen_brunkem,,25,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,unterdsee_ermatingen_brunkem,,25,Pebbels,,,,,,,,1.0,,,,,,,,,,,,8.0,,,,7.0,,,3.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0
Switzerland,unterdsee_ermatingen_brunkem,,25,Pebbels,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,24.0,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,
Italy,Porto di S. Benedetto,Mediterranean Sea,99,,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,3.0,3.0,,,,16.0,9.0,16.0,,6.0,6.0,6.0,6.0,9.0,4.0,51.0,,,6.0,6.0,1.0,6.0,6.0,6.0,3.0,3.0,1.0,1.0,,,9.0,,,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,101.0,5.0,1.0,,,,16.0,4.0,3.0,3.0,3.0,9.0,,9.0,3.0,,,9.0,9.0,,,1.0,9.0,9.0,9.0,9.0,9.0,16.0,9.0,5.0,4.0,,,1.0,,,5.0
Denmark,hh,North-east Atlantic Ocean,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Spiaggia torretta-sinarca Termoli (CB),Mediterranean Sea,100,,,,6.0,,30.0,6.0,,,,2.0,,,,,,,,28.0,2.0,2.0,,,2.0,,,,2.0,,,10.0,,,,,,,,,,,,,8.0,,,46.0,,,,,,,,,,,,,,,,4.0,,4.0,,,120.0,6.0,36.0,,,,,,,2.0,,,,,,,,,,2.0
Spain,"Zarautz, Gipuzkoa",North-east Atlantic Ocean,100,Sandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Lido di Staranzano,Mediterranean Sea,99,,15.0,,,,15.0,15.0,1.0,15.0,1.0,1.0,,,,,8.0,,,15.0,15.0,15.0,15.0,8.0,3.0,59.0,,,15.0,15.0,,15.0,15.0,15.0,47.0,47.0,,,41.0,41.0,8.0,41.0,41.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,5.0,47.0,47.0,47.0,8.0,,8.0,47.0,,,8.0,8.0,16.0,16.0,,8.0,8.0,8.0,8.0,8.0,,8.0,1.0,5.0,57.0,3.0,,3.0,,1.0
,"D58, 78320 Le Mesnil-Saint-Denis, France",Unknown,350,,,115.0,,,24.0,14.0,,27.0,,,5.0,,,,,,,5.0,,,,,1.0,7.0,,,50.0,,3.0,8.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,19.0,,20.0,,,,,,,,,,,,,,,,,
Italy,Mondello,Mediterranean Sea,99,,7.0,3.0,3.0,3.0,7.0,7.0,,7.0,,,,,,,7.0,,,7.0,7.0,7.0,7.0,7.0,,153.0,1.0,,7.0,7.0,,7.0,7.0,7.0,,,,,,,7.0,,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,4.0,,,,7.0,,7.0,,,,7.0,7.0,2.0,2.0,,7.0,7.0,7.0,7.0,7.0,,7.0,1.0,4.0,,,,,,2.0
France,"La Barre, Anglet, France",North-east Atlantic Ocean,100,,,,,,,10.0,,13.0,,,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,41.0,,59.0,,,,,,,,,,,,2.0,,,,,1.0
Italy,"Spiaggia di Capocotta, Ostia (RM)",Mediterranean Sea,100,,,21.0,4.0,,15.0,6.0,1.0,10.0,,5.0,3.0,,,,,1.0,,52.0,,,,,1.0,,3.0,,11.0,,4.0,8.0,12.0,,,1.0,1.0,,,1.0,,,,,4.0,,,,,3.0,,,,1.0,2.0,,,,4.0,,,,2.0,4.0,,40.0,41.0,20.0,,,,,,,,,,,,,,,6.0,,7.0,,2.0,1.0
Italy,Genova Sturla beach,Mediterranean Sea,98,Sandy,,,,,16.0,7.0,,9.0,3.0,,,,,,,,,20.0,,,,,3.0,95.0,,,5.0,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,30.0,,50.0,1.0,,,,,,,,,,,,,,,,,,
Switzerland,zuerichsee_zurich_kullg,,53,,,0.0,15.0,,2.0,0.0,,5.0,,,0.0,,,,,,,17.0,0.0,11.0,2.0,51.0,3.0,389.0,3.0,,95.0,8.0,4.0,10.0,9.0,11.0,,0.0,,,,,,,,,0.0,4.0,0.0,,,,,,0.0,,,,,0.0,0.0,2.0,,,0.0,0.0,,,,,120.0,0.0,61.0,0.0,,,,4.0,,0.0,2.0,0.0,,0.0,12.0,12.0,,,0.0,2.0
Switzerland,Lorze_Baar_BlarerE,,34,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,4.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Switzerland,Lorze_Baar_BlarerE,,34,,,1.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,4.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Switzerland,Lorze_Baar_BlarerE,,34,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,7.0,3.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Switzerland,Lorze_Baar_BlarerE,,34,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
,"37 Boulevard Charles Stoessel, 68200 Mulhouse, France",Unknown,1800,,,,,,9.0,5.0,,12.0,,,1.0,,,,,,,18.0,,,,,,100.0,,,3.0,15.0,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,Imera,Mediterranean Sea,99,,5.0,10.0,10.0,10.0,5.0,5.0,,5.0,,,,,,,4.0,,,5.0,5.0,5.0,5.0,4.0,1.0,,,,5.0,5.0,,5.0,5.0,5.0,,,,,,,4.0,,,4.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,4.0,,4.0,,,,4.0,4.0,20.0,20.0,,4.0,4.0,4.0,4.0,4.0,,4.0,,,,,,,,
,Neptune beach,North-east Atlantic Ocean,88,Sandy,,87.0,7.0,,3.0,66.0,,1.0,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,2.0,10.0,,,,,,,,,,,,,,,,2.0,,,,,
,"30 Place Kl?ber, 67000 Strasbourg, France",Unknown,750,,,,,,1.0,,,10.0,,,,,,,,,,20.0,,,,,,300.0,,,50.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,10.0,,,,,,,,,,,,,,2.0,,,,,3.0
Bulgaria,Krapets,Black Sea,5734,,,8.0,0.0,,0.0,0.0,,0.0,1.0,,,1.0,,,,,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,,0.0,1.0,1.0,,,,,,,,,1.0,0.0,,,1.0,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,0.0,0.0,1.0,1.0,,0.0,,,,,,,1.0,,,1.0,,0.0,1.0,,,,
Denmark,Henne Strand,North-east Atlantic Ocean,652,,,10.0,,,32.0,,,20.0,,4.0,17.0,,,2.0,,,,94.0,,,3.0,,7.0,4.0,,1.0,18.0,,5.0,,8.0,15.0,,,13.0,,,,,,,,28.0,929.0,,,,,,,17.0,,,3.0,,,46.0,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
France,"test, 64500 St jean de luz, France",North-east Atlantic Ocean,81,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Spain,"Calahonda, Granada",Mediterranean Sea,100,Sandy,,6.0,,,,,,5.0,,,,,,,,,,8.0,,,,,,645.0,,,47.0,,,,,19.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,11.0,8.0,,,,,,6.0,,,78.0,62.0,,,,,,,,,,,,,14.0,3.0,,,,1.0
,vadumstrand,North-east Atlantic Ocean,736,Other (mixed),,2.0,2.0,,,,,,,,,,,,,,,4.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
Greece,Beach at the Monument of National Resistance,Mediterranean Sea,154,Rocky,,39.0,,,46.0,10.0,,,,,,,,,,,,,,,,,4.0,,,,28.0,,,62.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,"39 Zurriola Ibilbidea, 20002 Donostia, Espagne",North-east Atlantic Ocean,81,,,22.0,,,,,,39.0,,,,,,,,,,,,,,,,138.0,,,,,4.0,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,15.0,,,,,,,,,,,,14.0,,,,,
Italy,"Spiaggia Agnone Cilento, Montecorice (SA)",Mediterranean Sea,100,,,,2.0,,,,,3.0,,,,1.0,,,,,,14.0,,,,,3.0,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,22.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,,38.0,,8.0,,,,,,,,,,,,,,,,,,,,
Switzerland,unterdsee_ermatingen_brunkem,,25,Pebbels,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,unterdsee_ermatingen_brunkem,,25,Pebbels,,1.0,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,16.0,,,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,1.0,,,,,,,1.0,,,,,,1.0,,,,
Spain,"Palmones, Cádiz",Mediterranean Sea,100,Sandy,,3.0,,,3.0,,,2.0,,,,,,,,,,6.0,,,,,,70.0,,,3.0,,,,,5.0,,,,,,,,,,,,2.0,,,,,4.0,,3.0,,1.0,,,,2.0,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,5.0,,,,
